"Drug_Name_Norm","Drug_Name","mean_fc","median_fc","max_abs_fc","min_p_value","min_q_value","n_tests","n_sources","sources","score","direction"
"ikk-16","IKK-16",-1.2438735,-1.2438735,1.6065,0.000532355,0.00564564,2,1,"LINCS L1000",3.61187277398024,"Downregula NQO1"
"phenoxybenzamine","phenoxybenzamine",-0.8309195,-0.8309195,1.15446,0.000490585,0.00565735,2,2,"CMAP; LINCS L1000",2.59451834081711,"Downregula NQO1"
"brd-a68061604","BRD-A68061604",-1.04016,-1.04016,1.04016,0.00104123,0.00565931,1,1,"LINCS L1000",2.3374855345513,"Downregula NQO1"
"simvastatin","simvastatin",-1.29159,-1.29159,1.29159,0.000149839,0.00572318,1,1,"LINCS L1000",2.89621310389638,"Downregula NQO1"
"trimidox","trimidox",-1.92736,-1.92736,1.92736,8.80272e-05,0.00577043,1,1,"LINCS L1000",4.3149578078812,"Downregula NQO1"
"brd-k70161581","BRD-K70161581",-1.62132,-1.62132,1.62132,0.00219488,0.00578547,1,1,"LINCS L1000",3.6279651065724,"Downregula NQO1"
"heliomycin","heliomycin",-1.25149,-1.25149,1.25149,0.000944271,0.00587511,1,1,"LINCS L1000",2.79205416323301,"Downregula NQO1"
"brd-k61718261","BRD-K61718261",2.57013,2.57013,2.57013,5.16831e-05,0.00590194,1,1,"LINCS L1000",5.72883316016122,"Upregula NQO1"
"brd-a27640568","BRD-A27640568",-1.247604,-1.247604,1.79167,0.000684882,0.00601378,2,1,"LINCS L1000",3.97903473343543,"Downregula NQO1"
"brd-k25375605","BRD-K25375605",1.70199,1.70199,1.70199,7.34668e-06,0.00605911,1,1,"LINCS L1000",3.7743179835838,"Upregula NQO1"
"cp-724714","CP-724714",1.72715,1.72715,1.72715,0.000511623,0.00610293,1,1,"LINCS L1000",3.82470737200748,"Upregula NQO1"
"hdac1-selective","HDAC1-selective",0.981172,0.676427,2.01753,0.00133982,0.00613115,4,1,"LINCS L1000",2.65810169774928,"Upregula NQO1"
"st-4062971","ST-4062971",0.972743666666667,0.830415,1.27316,0.000337754,0.00613968,3,1,"LINCS L1000",2.81604437435799,"Upregula NQO1"
"brd-k97936712","BRD-K97936712",-1.42628,-1.42628,1.42628,2.45002e-05,0.00622731,1,1,"LINCS L1000",3.14594510317986,"Downregula NQO1"
"brd-k82837433","BRD-K82837433",-0.967948,-0.967948,0.967948,0.00115009,0.00623605,1,1,"LINCS L1000",2.13441285347696,"Downregula NQO1"
"sulindac","sulindac",-1.09335,-1.09335,1.09335,0.000645925,0.00624553,1,1,"LINCS L1000",2.41021430715219,"Downregula NQO1"
"brd-a93942655","BRD-A93942655",-1.17061,-1.17061,1.17061,0.00238708,0.00629281,1,1,"LINCS L1000",2.57669450030637,"Downregula NQO1"
"brd-k01121114","BRD-K01121114",1.21268,1.21268,1.21268,0.000326717,0.00632088,1,1,"LINCS L1000",2.66695308617606,"Upregula NQO1"
"brd-k74980345","BRD-K74980345",1.89553,1.89553,1.89553,0.00010109,0.00634104,1,1,"LINCS L1000",4.16607072113118,"Upregula NQO1"
"naproxol","naproxol",-0.917861,-0.917861,0.917861,0.000724727,0.00635804,1,1,"LINCS L1000",2.01624391307034,"Downregula NQO1"
"ei-231","EI-231",1.536105,1.536105,1.57642,0.000591167,0.00642065,2,1,"LINCS L1000",3.45617631838761,"Upregula NQO1"
"brd-k37852224","BRD-K37852224",-2.09637,-2.09637,2.09637,0.0002916,0.00651216,1,1,"LINCS L1000",4.58324119098651,"Downregula NQO1"
"md-ii-008-p","MD-II-008-P",0.724135,1.336005,1.84033,0.000419173,0.00651912,4,1,"LINCS L1000",3.53183345364124,"Upregula NQO1"
"clotrimazole","clotrimazole",-1.63708,-1.63708,1.63708,0.00115584,0.00654418,1,1,"LINCS L1000",3.57561970983683,"Downregula NQO1"
"triamterene","triamterene",-0.754392,-0.754392,0.754392,0.00144214,0.0065874,1,1,"LINCS L1000",1.64554468135752,"Downregula NQO1"
"interferon beta-1a","Interferon beta-1a",-0.119167,-0.119167,0.119167,0.00150988,0.00665346,1,1,"CREEDS",0.259420892575258,"Downregula NQO1"
"terreic-acid","terreic-acid",1.84252,1.84252,1.84252,4.58398e-05,0.00667164,1,1,"LINCS L1000",4.00889494276909,"Upregula NQO1"
"brd-a04172077","BRD-A04172077",-1.72282,-1.72282,1.72282,0.000643409,0.00670886,1,1,"LINCS L1000",3.74429303645453,"Downregula NQO1"
"l-161982","L-161982",1.41908,1.41908,1.41908,0.000327052,0.0067431,1,1,"LINCS L1000",3.08102191840568,"Upregula NQO1"
"brd-k55844427","BRD-K55844427",-1.16018,-1.16018,1.16018,0.00019645,0.00675085,1,1,"LINCS L1000",2.51833490382318,"Downregula NQO1"
"brd-k35004659","BRD-K35004659",-1.1149725,-1.1149725,1.42061,0.000519398,0.00678253,2,1,"LINCS L1000",3.08074660385188,"Downregula NQO1"
"cccp","CCCP",-0.8260685,-0.8260685,0.950905,0.000922532,0.00684309,2,1,"LINCS L1000",1.51799039292749,"Downregula NQO1"
"lipopolysaccharide","Lipopolysaccharide",0.27917,0.745,1.87167,5.85246e-05,0.00685509,3,1,"CREEDS",4.05026924697917,"Upregula NQO1"
"brd-k06405410","BRD-K06405410",-0.624831,-0.624831,0.624831,0.000794861,0.00689519,1,1,"LINCS L1000",1.35054331565629,"Downregula NQO1"
"brd-k00910650","BRD-K00910650",1.8617,1.8617,1.8617,4.2945e-05,0.0069297,1,1,"LINCS L1000",4.01994193900796,"Upregula NQO1"
"brd-k79779816","BRD-K79779816",1.28057,1.28057,1.28057,0.000962356,0.0069872,1,1,"LINCS L1000",2.76052068373159,"Upregula NQO1"
"brd-k26767475","BRD-K26767475",-1.43222,-1.43222,1.53281,0.000631573,0.00700904,2,1,"LINCS L1000",3.30219613564383,"Downregula NQO1"
"xav-939","XAV-939",1.256322,1.256322,1.61173,0.000124015,0.00701586,2,1,"LINCS L1000",3.15380613246338,"Upregula NQO1"
"tl-aa09","TL-AA09",-1.59055,-1.59055,1.59055,0.000242458,0.00704598,1,1,"LINCS L1000",3.42295679652293,"Downregula NQO1"
"cvf-sumo-14","CVF-SUMO-14",-0.053075,-0.053075,1.41104,0.000608561,0.00706187,2,1,"LINCS L1000",3.03526032041569,"Downregula NQO1"
"zd-7155","ZD-7155",-1.1724,-1.1724,1.1724,0.000164673,0.00730465,1,1,"LINCS L1000",2.50471604973962,"Downregula NQO1"
"pj-34","PJ-34",-1.07755,-1.07755,1.07933,0.000743032,0.00733266,2,1,"LINCS L1000",2.29648758435522,"Downregula NQO1"
"brd-k48803730","BRD-K48803730",-1.35425,-1.35425,1.35425,0.000564778,0.00737906,1,1,"LINCS L1000",2.88725958933392,"Downregula NQO1"
"rucaparib","rucaparib",-1.062565,-1.0170485,1.4281,7.36429e-05,0.00738685,4,1,"LINCS L1000",2.79229616542202,"Downregula NQO1"
"brd-k98834634","BRD-K98834634",1.077936,1.077936,1.3727,0.000362152,0.00740532,2,1,"LINCS L1000",2.92447718445904,"Upregula NQO1"
"neocarzinostatin","Neocarzinostatin",0.248672,0.248672,0.248672,0.00195278,0.00744132,1,1,"CREEDS",0.529261055935163,"Upregula NQO1"
"epoxycholesterol","epoxycholesterol",-1.23696,-1.23696,1.23696,0.00141681,0.00748863,1,1,"LINCS L1000",2.62927924020875,"Downregula NQO1"
"psh-003","PSH-003",-0.952344,-0.952344,0.952344,0.00109237,0.00750536,1,1,"LINCS L1000",2.0233771772273,"Downregula NQO1"
"brd-k73709114","BRD-K73709114",-1.2854,-1.2854,1.2854,0.00151419,0.00753375,1,1,"LINCS L1000",2.72888979776659,"Downregula NQO1"
"tul_xx087","TUL_XX087",0.9938085,0.9938085,1.2074,4.33627e-06,0.00757419,2,1,"LINCS L1000",2.56048947781733,"Upregula NQO1"
"pp-30","PP-30",0.359008333333333,0.543334,1.18402,0.000427608,0.00758119,3,1,"LINCS L1000",1.92017931552082,"Upregula NQO1"
"brd-k55502647","BRD-K55502647",-0.960309,-0.960309,0.960309,0.000738126,0.0075846,1,1,"LINCS L1000",2.0359197263582,"Downregula NQO1"
"brd-k74486276","BRD-K74486276",0.5854565,0.5854565,1.7557,0.000703306,0.0076359,2,1,"LINCS L1000",2.82362933086695,"Upregula NQO1"
"brd-k14939371","BRD-K14939371",-1.33531,-1.33531,1.33531,5.29829e-05,0.00765532,1,1,"LINCS L1000",2.825564899972,"Downregula NQO1"
"sa-1017940","SA-1017940",-1.086659,-1.086659,1.29235,0.00202535,0.00770108,2,1,"LINCS L1000",2.56840414287741,"Downregula NQO1"
"dc-45-a2","DC-45-A2",1.20378,1.20378,1.20378,0.000409928,0.0078668,1,1,"LINCS L1000",2.53299615221378,"Upregula NQO1"
"cytosporone-b","cytosporone-b",-2.30354,-2.30354,2.30354,7.70966e-05,0.00793397,1,1,"LINCS L1000",4.83860752927808,"Downregula NQO1"
"brd-k02562327","BRD-K02562327",0.886425,0.886425,0.886425,0.00189948,0.00794621,1,1,"LINCS L1000",1.86135063807445,"Upregula NQO1"
"masitinib","masitinib",-1.64538,-1.64538,1.64538,0.000118135,0.0079722,1,1,"LINCS L1000",3.45270128532619,"Downregula NQO1"
"brd-k00944562","BRD-K00944562",-2.15843,-2.15843,2.15843,3.29309e-05,0.00805829,1,1,"LINCS L1000",4.51922815326147,"Downregula NQO1"
"bml-259","BML-259",-0.718687333333333,-0.812333,0.902536,0.000491133,0.00805936,3,1,"LINCS L1000",1.86245547742142,"Downregula NQO1"
"dephostatin","dephostatin",1.32762,1.32762,1.32762,0.000718419,0.00808784,1,1,"LINCS L1000",2.77760334849062,"Upregula NQO1"
"acamprosate","acamprosate",-1.43147,-1.43147,1.43147,0.000343816,0.00815861,1,1,"LINCS L1000",2.98945879630935,"Downregula NQO1"
"securinine","securinine",1.27146,1.27146,1.27146,2.44482e-05,0.00824866,1,1,"LINCS L1000",2.64923515858895,"Upregula NQO1"
"carboplatin","Carboplatin",-0.188228,-0.188228,0.188228,0.000676996,0.00828984,1,1,"CREEDS",0.391787895573559,"Downregula NQO1"
"abt-737","ABT-737",0.1437385,0.1437385,1.27962,0.000602891,0.00836982,2,1,"LINCS L1000",2.65813400079494,"Upregula NQO1"
"brd-k05153001","BRD-K05153001",1.1683,1.1683,1.1683,0.000567971,0.00839813,1,1,"LINCS L1000",2.42517747651085,"Upregula NQO1"
"pf-04217903","PF-04217903",-0.879939,-0.879939,0.879939,0.00029986,0.00844158,1,1,"LINCS L1000",1.82462062012876,"Downregula NQO1"
"brd-k05326558","BRD-K05326558",-1.07115066666667,-1.06138,1.31472,0.00202589,0.00846159,3,1,"LINCS L1000",2.1997610194932,"Downregula NQO1"
"brd-k23027438","BRD-K23027438",-1.21563,-1.21563,1.21563,0.00040705,0.0085754,1,1,"LINCS L1000",2.51239796968066,"Downregula NQO1"
"kf-38789","KF-38789",-1.0063445,-1.0063445,1.11495,0.000310533,0.00857935,2,1,"LINCS L1000",2.30409503288089,"Downregula NQO1"
"skf-86002","SKF-86002",-1.34459,-1.34459,1.34459,0.000349547,0.00863677,1,1,"LINCS L1000",2.77476133245704,"Downregula NQO1"
"nacl","NaCl",-1.31255,-1.31255,1.31255,0.00158248,0.00873327,1,1,"LINCS L1000",2.70230827680426,"Downregula NQO1"
"psh-013","PSH-013",-1.15641,-1.15641,1.15641,0.00246984,0.0087424,1,1,"LINCS L1000",2.38031887305515,"Downregula NQO1"
"methiazole","methiazole",-0.14433,-0.14433,1.51145,0.000265637,0.00875157,2,1,"LINCS L1000",2.51639669567908,"Downregula NQO1"
"brd-k60067222","BRD-K60067222",1.3297,1.3297,1.3297,7.89913e-05,0.00876558,1,1,"LINCS L1000",2.73548455941192,"Upregula NQO1"
"brd-k29140223","BRD-K29140223",-0.975123,-0.975123,0.975123,0.00127347,0.00882214,1,1,"LINCS L1000",2.00331809765132,"Downregula NQO1"
"tropicamide","tropicamide",1.43975,1.43975,1.43975,0.000348143,0.00885579,1,1,"LINCS L1000",2.9554794812371,"Upregula NQO1"
"brd-k18726304","BRD-K18726304",-1.22236,-1.22236,1.25116,0.000125796,0.00889278,2,1,"LINCS L1000",2.5660821809897,"Downregula NQO1"
"broad-sai-370","Broad-Sai-370",0.700445,0.700445,0.700892,0.00185327,0.00896951,2,1,"LINCS L1000",1.43488802742719,"Upregula NQO1"
"nutlin-3","nutlin-3",-1.157343,-1.09867,1.77505,0.00132203,0.00904425,3,1,"LINCS L1000",3.62754088994284,"Downregula NQO1"
"brd-k58288048","BRD-K58288048",-0.797866,-0.797866,1.10132,0.00326984,0.00914735,2,1,"LINCS L1000",1.77825549608999,"Downregula NQO1"
"srt-1720","SRT-1720",-2.4702,-2.4702,2.4702,6.0225e-05,0.00923604,1,1,"LINCS L1000",5.02565696419754,"Downregula NQO1"
"mercury","Mercury",0.116848,0.116848,0.116848,0.0038106,0.00928228,1,1,"CREEDS",0.237475487730398,"Upregula NQO1"
"fu-jmbii227b","FU-JMBII227B",1.23909,1.23909,1.23909,0.000186798,0.00930562,1,1,"LINCS L1000",2.51690736898666,"Upregula NQO1"
"dmnq (2,3-dimethoxy-1,4-naphthoquinone)","Dmnq (2,3-dimethoxy-1,4-naphthoquinone)",0.186071,0.186071,0.186071,0.00434278,0.0093366,1,1,"CREEDS",0.377689008522508,"Upregula NQO1"
"tunicamycin","tunicamycin",-0.8509865,-0.8509865,0.860704,0.00204664,0.00935778,2,1,"LINCS L1000",1.70678940382402,"Downregula NQO1"
"mycophenolate-mofetil","mycophenolate-mofetil",1.35221,1.35221,1.35221,0.000913272,0.00935883,1,1,"LINCS L1000",2.74333449633385,"Upregula NQO1"
"on-01910","ON-01910",-0.298804,-0.899402,1.30273,0.00194558,0.0093694,3,1,"LINCS L1000",2.64231191242544,"Downregula NQO1"
"sa-792987","SA-792987",1.37916,1.37916,1.37916,0.00102279,0.00941153,1,1,"LINCS L1000",2.7946467559189,"Upregula NQO1"
"brd-k07079548","BRD-K07079548",1.31403,1.31403,1.31403,0.000168112,0.00942952,1,1,"LINCS L1000",2.66158144932569,"Upregula NQO1"
"cgs-15943","CGS-15943",1.26464,1.26464,1.26464,0.000802553,0.00950261,1,1,"LINCS L1000",2.55730074786707,"Upregula NQO1"
"bendroflumethiazide","bendroflumethiazide",0.854289,0.854289,0.854289,0.00133164,0.00953168,1,1,"LINCS L1000",1.72637330659056,"Upregula NQO1"
"brd-k37940862","BRD-K37940862",-1.22515,-1.22515,1.22515,0.00278396,0.00965467,1,1,"LINCS L1000",2.46899893269607,"Downregula NQO1"
"chromium","Chromium",-0.147982,-0.147982,0.147982,0.0040584,0.00973035,1,1,"CREEDS",0.297720773922842,"Downregula NQO1"
"calcipotriol","calcipotriol",1.54606,1.54606,1.54606,0.00124625,0.00988619,1,1,"LINCS L1000",3.09980553724542,"Upregula NQO1"
"kin001-127","KIN001-127",1.12622,1.12622,1.12622,0.000467982,0.00999138,1,1,"LINCS L1000",2.25286179561531,"Upregula NQO1"
"brd-k08121566","BRD-K08121566",-0.855477,-0.855477,0.855477,0.00399888,0.0100132,1,1,"LINCS L1000",1.71046390519001,"Downregula NQO1"
"stk-661558","STK-661558",-1.02973,-1.02973,1.02973,0.000779808,0.0100256,1,1,"LINCS L1000",2.0583166154031,"Downregula NQO1"
"piceatannol","piceatannol",1.472095,1.472095,1.62638,0.00011491,0.0100346,2,1,"LINCS L1000",2.87769246833151,"Upregula NQO1"
"mw-shh-61","MW-SHH-61",-1.46113,-1.46113,1.46113,0.000184907,0.010092,1,1,"LINCS L1000",2.91644873262223,"Downregula NQO1"
"benzylpenicillin","benzylpenicillin",-0.34225,-0.34225,1.90741,0.000185704,0.0101854,2,1,"LINCS L1000",3.7996025128025,"Downregula NQO1"
"triciribine","triciribine",-0.2787,-0.2787,1.60794,0.000476566,0.0102112,2,1,"LINCS L1000",3.20128507832538,"Downregula NQO1"
"chloroxine","chloroxine",-1.2634855,-1.2634855,1.86691,0.000154371,0.0102307,2,1,"LINCS L1000",3.71532760337601,"Downregula NQO1"
"brd-k21672423","BRD-K21672423",1.32246,1.32246,1.32246,0.00109043,0.0102802,1,1,"LINCS L1000",2.62904841182325,"Upregula NQO1"
"chlorpyrifos","Chlorpyrifos",0.486615,0.486615,0.486615,0.0031363,0.0103211,1,1,"CREEDS",0.966550729369908,"Upregula NQO1"
"chloramphenicol","chloramphenicol",-1.1812485,-1.1812485,1.47728,0.000414507,0.0103594,2,1,"LINCS L1000",2.93190649843244,"Downregula NQO1"
"mln4924","Mln4924",0.6033775,0.6033775,0.639617,0.000464242,0.0104025,2,1,"CREEDS",1.26827242009088,"Upregula NQO1"
"vu-0418934-2","VU-0418934-2",-2.16618,-2.16618,2.16618,0.002248,0.0104419,1,1,"LINCS L1000",4.29168015826192,"Downregula NQO1"
"uk-356618","UK-356618",1.077045,1.077045,1.19282,8.53824e-05,0.0104467,2,1,"LINCS L1000",2.36300132230981,"Upregula NQO1"
"ikk-inhibitor-x","IKK-inhibitor-X",-0.598471,-0.598471,0.598471,0.00186779,0.0104497,1,1,"LINCS L1000",1.18550891625422,"Downregula NQO1"
"rotenone","rotenone",-0.71499,-0.71499,0.807882,0.000666498,0.0104665,2,1,"LINCS L1000",1.59976674252712,"Downregula NQO1"
"brd-k75971499","BRD-K75971499",2.49041,2.49041,2.49041,2.56416e-05,0.0104692,1,1,"LINCS L1000",4.9312272291903,"Upregula NQO1"
"brd-k30802967","BRD-K30802967",-1.13904,-1.13904,1.13904,0.000997102,0.0104795,1,1,"LINCS L1000",2.25491128626313,"Downregula NQO1"
"brd-k07877311","BRD-K07877311",-1.48743,-1.48743,1.48743,0.00308448,0.0104911,1,1,"LINCS L1000",2.94389018026246,"Downregula NQO1"
"st-4049616","ST-4049616",1.55871,1.55871,1.55871,0.00159221,0.0105209,1,1,"LINCS L1000",3.08304593562054,"Upregula NQO1"
"osi-027","OSI-027",-0.065585,0.047795,1.57993,0.00211937,0.010525,4,1,"LINCS L1000",3.12475063042514,"Upregula NQO1"
"brd-k63425657","BRD-K63425657",-1.0366565,-1.0366565,1.28331,0.000634003,0.0105661,2,1,"LINCS L1000",2.53593000499743,"Downregula NQO1"
"mrs-1845","MRS-1845",-1.04069,-1.04069,1.04069,0.000480057,0.0106473,1,1,"LINCS L1000",2.05303213412234,"Downregula NQO1"
"oxindole-i","oxindole-I",-0.0490729999999999,-0.0490729999999999,1.05279,0.00173196,0.010761,2,1,"LINCS L1000",1.87888007655395,"Downregula NQO1"
"prothionamide","prothionamide",-1.16581,-1.16581,1.16581,0.000443718,0.010846,1,1,"LINCS L1000",2.29050234750808,"Downregula NQO1"
"brd-k19166598","BRD-K19166598",0.071342,0.071342,1.07447,0.0026707,0.0109142,2,1,"LINCS L1000",1.82817167214426,"Upregula NQO1"
"brd-k30351863","BRD-K30351863",-0.182385,-0.182385,1.84003,0.000360157,0.0109413,2,1,"LINCS L1000",3.60817200384058,"Downregula NQO1"
"ilomastat","ilomastat",1.29107,1.29107,1.29107,3.13467e-05,0.0109906,1,1,"LINCS L1000",2.52917849836356,"Upregula NQO1"
"gr-235","GR-235",1.37212,1.37212,1.37212,0.00101721,0.0110222,1,1,"LINCS L1000",2.68624283787655,"Upregula NQO1"
"brd-k45542213","BRD-K45542213",-1.10211,-1.10211,1.10211,0.000655845,0.0110388,1,1,"LINCS L1000",2.15691538346899,"Downregula NQO1"
"balsalazide","balsalazide",-1.309715,-1.309715,1.48223,3.73972e-05,0.0110479,2,1,"LINCS L1000",2.29973608499114,"Downregula NQO1"
"agk-2","AGK-2",-1.50592,-1.50592,1.50592,0.00289169,0.0110983,1,1,"LINCS L1000",2.94368739157089,"Downregula NQO1"
"brd-a84909344","BRD-A84909344",2.07763,2.07763,2.07763,1.27169e-05,0.0113356,1,1,"LINCS L1000",4.04214444742348,"Upregula NQO1"
"brd-k76211160","BRD-K76211160",-0.877287,-0.877287,0.877287,0.00208965,0.0115226,1,1,"LINCS L1000",1.70057655889411,"Downregula NQO1"
"pyrrolidine-dithiocarbamate","pyrrolidine-dithiocarbamate",1.41603,1.41603,1.48689,3.78239e-05,0.0116981,2,1,"LINCS L1000",2.59871330212944,"Upregula NQO1"
"brd-k98219271","BRD-K98219271",-1.0413,-1.0413,1.0413,0.00130943,0.0117527,1,1,"LINCS L1000",2.00956566456411,"Downregula NQO1"
"brd-k22215695","BRD-K22215695",-1.62196,-1.62196,1.62196,0.000474344,0.0117619,1,1,"LINCS L1000",3.12960834216318,"Downregula NQO1"
"brd-a43087975","BRD-A43087975",-1.32986,-1.32986,1.32986,0.000262783,0.0118204,1,1,"LINCS L1000",2.5631293781039,"Downregula NQO1"
"emf-sumo1-2","EMF-sumo1-2",1.65311,1.65311,1.65311,1.23534e-05,0.0119603,1,1,"LINCS L1000",3.17770380138878,"Upregula NQO1"
"tul_xxi035","TUL_XXI035",1.167425,1.167425,1.18218,0.00396865,0.0120302,2,1,"LINCS L1000",2.26946304517707,"Upregula NQO1"
"plx4720","Plx4720",0.439073,0.439073,0.439073,0.000561274,0.0120726,1,1,"CREEDS",0.842229472316867,"Upregula NQO1"
"brd-a68820570","BRD-A68820570",-1.07726,-1.07726,1.07726,0.00418076,0.0121839,1,1,"LINCS L1000",2.06210582261718,"Downregula NQO1"
"tul_xix003","TUL_XIX003",-1.43283,-1.43283,1.43283,0.000972924,0.0123049,1,1,"LINCS L1000",2.73659341229728,"Downregula NQO1"
"brd-k59705555","BRD-K59705555",-1.26872,-1.26872,1.26872,5.73365e-05,0.0123566,1,1,"LINCS L1000",2.42084591569249,"Downregula NQO1"
"brd-k52785744","BRD-K52785744",2.0858,2.0858,2.0858,0.00190465,0.0124524,1,1,"LINCS L1000",3.97292116165004,"Upregula NQO1"
"brd-k43131268","BRD-K43131268",-1.80153,-1.80153,1.80153,0.000550226,0.0125281,1,1,"LINCS L1000",3.42671685530342,"Downregula NQO1"
"brd-k87387614","BRD-K87387614",1.2888505,1.2888505,1.65227,0.00112334,0.0125323,2,1,"LINCS L1000",3.14256667893614,"Upregula NQO1"
"gsk-2334470","GSK-2334470",-0.891831,-0.891831,0.891831,7.0745e-05,0.0128077,1,1,"LINCS L1000",1.68781590005907,"Downregula NQO1"
"npi-2358","NPI-2358",-0.670362,-0.670362,0.670362,0.000104219,0.0128231,1,1,"LINCS L1000",1.26832957703034,"Downregula NQO1"
"gr-55562","GR-55562",-0.892865,-0.892865,0.892865,9.47421e-05,0.012952,1,1,"LINCS L1000",1.68542837115226,"Downregula NQO1"
"brd-k46267071","BRD-K46267071",1.93897,1.93897,1.93897,0.00343174,0.013002,1,1,"LINCS L1000",3.65687771676184,"Upregula NQO1"
"apoptosis-activator-ii","apoptosis-activator-II",2.09748,2.09748,2.09748,4.65784e-05,0.0131292,1,1,"LINCS L1000",3.94695760585524,"Upregula NQO1"
"gamma-tocotrienol","Gamma-tocotrienol",-0.309604,-0.309604,0.309604,0.001297,0.0131377,1,1,"CREEDS",0.582513938100754,"Downregula NQO1"
"triclosan","triclosan",1.64974,1.64974,1.64974,0.000733833,0.013148,1,1,"LINCS L1000",3.10339240609499,"Upregula NQO1"
"lofepramine","lofepramine",1.00082,1.00082,1.00082,0.00157093,0.0131658,1,1,"LINCS L1000",1.88209479975843,"Upregula NQO1"
"brd-k61105081","BRD-K61105081",1.16842,1.16842,1.17538,0.000505994,0.0131723,2,1,"LINCS L1000",2.18393782268867,"Upregula NQO1"
"nicardipine","nicardipine",-1.00943,-1.00943,1.00943,0.00179596,0.0132338,1,1,"LINCS L1000",1.89602794758965,"Downregula NQO1"
"brd-k47764688","BRD-K47764688",1.17355,1.17355,1.17355,0.00312849,0.0132519,1,1,"LINCS L1000",2.20360047706982,"Upregula NQO1"
"cadmium-chloride","cadmium-chloride",1.43138,1.43138,1.43138,0.000134845,0.0132864,1,1,"LINCS L1000",2.6861172257748,"Upregula NQO1"
"brd-k86456986","BRD-K86456986",-1.66159,-1.66159,1.66159,0.00056544,0.0133246,1,1,"LINCS L1000",3.11605586018918,"Downregula NQO1"
"brd-k49712247","BRD-K49712247",-1.83964,-1.83964,1.83964,0.000263806,0.0134119,1,1,"LINCS L1000",3.44474373229112,"Downregula NQO1"
"brd-k88668992","BRD-K88668992",1.51099,1.51099,1.51099,1.61481e-05,0.0134535,1,1,"LINCS L1000",2.82731117563318,"Upregula NQO1"
"toremifene","toremifene",-2.25973,-2.25973,2.25973,0.000262432,0.0136538,1,1,"LINCS L1000",4.21382352473531,"Downregula NQO1"
"dichlorobenzamil","dichlorobenzamil",-1.20283,-1.20283,1.20283,0.00345726,0.0138564,1,1,"LINCS L1000",2.23527863510018,"Downregula NQO1"
"am-404","AM-404",0.891065,0.891065,0.891065,0.000161171,0.0138795,1,1,"LINCS L1000",1.6552656709918,"Upregula NQO1"
"brd-k22129929","BRD-K22129929",1.81716,1.81716,1.81716,0.000113546,0.0138822,1,1,"LINCS L1000",3.37545048108662,"Upregula NQO1"
"dexamethasone","dexamethasone",-0.569679,-0.569679,0.569679,0.000420306,0.0139069,1,1,"LINCS L1000",1.057762687814,"Downregula NQO1"
"brd-k92980438","BRD-K92980438",1.24409,1.24409,1.24409,6.91713e-06,0.0140028,1,1,"LINCS L1000",2.30627552261325,"Upregula NQO1"
"brd-k63181962","BRD-K63181962",-0.810548,-0.810548,0.810548,0.0057809,0.0140045,1,1,"LINCS L1000",1.50253908294937,"Downregula NQO1"
"cvf-sumo-11","CVF-SUMO-11",1.26285666666667,1.22431,1.35271,0.000966909,0.0140125,3,1,"LINCS L1000",2.50722684809053,"Upregula NQO1"
"sotalol","sotalol",1.16216,1.16216,1.16216,0.000209118,0.0140684,1,1,"LINCS L1000",2.15203593026112,"Upregula NQO1"
"brd-k33720404","BRD-K33720404",-1.2388,-1.2388,1.2388,0.00351005,0.0141611,1,1,"LINCS L1000",2.29042104927228,"Downregula NQO1"
"lycorine","lycorine",0.913362,0.913362,0.913362,0.00203534,0.0142017,1,1,"CMAP",1.68758212760829,"Upregula NQO1"
"rdr-01440sc","RDR-01440SC",1.25159,1.25159,1.25159,0.00146863,0.0142065,1,1,"LINCS L1000",2.31232867593344,"Upregula NQO1"
"brd-k86693415","BRD-K86693415",1.32324,1.32324,1.32324,0.00196892,0.0142443,1,1,"LINCS L1000",2.44317593522317,"Upregula NQO1"
"brd-k92107474","BRD-K92107474",1.37351,1.37351,1.37351,0.00201491,0.0143762,1,1,"LINCS L1000",2.53049424397262,"Upregula NQO1"
"brd-k76856691","BRD-K76856691",2.04728,2.04728,2.04728,0.00234013,0.0144109,1,1,"LINCS L1000",3.76967487550639,"Upregula NQO1"
"roscovitine","roscovitine",-1.14865,-1.14865,1.34346,0.00140726,0.0144743,2,1,"LINCS L1000",2.4711635889564,"Downregula NQO1"
"tul-xxi039","TUL-XXI039",0.933583,0.933583,0.933583,0.00549791,0.0144988,1,1,"LINCS L1000",1.71654913223623,"Upregula NQO1"
"dy-131","DY-131",-1.184425,-1.184425,1.30886,0.00218895,0.0145036,2,1,"LINCS L1000",1.94881725224788,"Downregula NQO1"
"brd-k64525051","BRD-K64525051",1.28447,1.28447,1.34104,0.00190233,0.0145278,2,1,"LINCS L1000",2.25663480122298,"Upregula NQO1"
"fenofibrate","fenofibrate",-0.907382,-0.907382,0.907382,3.59815e-05,0.0148377,1,1,"LINCS L1000",1.65926904452136,"Downregula NQO1"
"brd-k10436544","BRD-K10436544",1.871965,1.871965,1.90532,0.00150222,0.0150006,2,1,"LINCS L1000",3.4750967041595,"Upregula NQO1"
"i-212148","I-212148",-1.31785,-1.31785,1.31785,0.00261419,0.0150343,1,1,"LINCS L1000",2.40233088897387,"Downregula NQO1"
"ku-c104135","KU-C104135",-1.14206,-1.14206,1.14206,0.00417233,0.0150852,1,1,"LINCS L1000",2.08020396221207,"Downregula NQO1"
